district_nr,district_name,parent_district_nr,registered_voters_1,registered_voters_2,registered_voters_3,registered_voters_4,votes_1,votes_2,votes_3,votes_4,votes_unvalid_1,votes_unvalid_2,votes_unvalid_3,votes_unvalid_4,votes_valid_1,votes_valid_2,votes_valid_3,votes_valid_4,CDU_1,CDU_2,CDU_3,CDU_4,SPD_1,SPD_2,SPD_3,SPD_4,Linke_1,Linke_2,Linke_3,Linke_4,Gruene_1,Gruene_2,Gruene_3,Gruene_4,CSU_1,CSU_2,CSU_3,CSU_4,FDP_1,FDP_2,FDP_3,FDP_4,AfD_1,AfD_2,AfD_3,AfD_4,Piraten_1,Piraten_2,Piraten_3,Piraten_4,NPD_1,NPD_2,NPD_3,NPD_4,FW_1,FW_2,FW_3,FW_4,Mensch_1,Mensch_2,Mensch_3,Mensch_4,ÖDP_1,ÖDP_2,ÖDP_3,ÖDP_4,Arbeit_1,Arbeit_2,Arbeit_3,Arbeit_4,Bayern_1,Bayern_2,Bayern_3,Bayern_4,Volk_1,Volk_2,Volk_3,Volk_4,Vernunft_1,Vernunft_2,Vernunft_3,Vernunft_4,MLPD_1,MLPD_2,MLPD_3,MLPD_4,Soli_1,Soli_2,Soli_3,Soli_4,Sozialist_1,Sozialist_2,Sozialist_3,Sozialist_4,Rechte_1,Rechte_2,Rechte_3,Rechte_4,ADD_1,ADD_2,ADD_3,ADD_4,Alli_1,Alli_2,Alli_3,Alli_4,berg_1,berg_2,berg_3,berg_4,Grueink_1,Grueink_2,Grueink_3,Grueink_4,Demo_1,Demo_2,Demo_3,Demo_4,DKP_1,DKP_2,DKP_3,DKP_4,Mitte_1,Mitte_2,Mitte_3,Mitte_4,Graue_1,Graue_2,Graue_3,Graue_4,Urbane_1,Urbane_2,Urbane_3,Urbane_4,Garten_1,Garten_2,Garten_3,Garten_4,Welt_1,Welt_2,Welt_3,Welt_4,Huma_1,Huma_2,Huma_3,Huma_4,Gesund_1,Gesund_2,Gesund_3,Gesund_4,V-Partei_1,V-Partei_2,V-Partei_3,V-Partei_4,Bund_C_1,Bund_C_2,Bund_C_3,Bund_C_4,Einheit_1,Einheit_2,Einheit_3,Einheit_4,Violetten_1,Violetten_2,Violetten_3,Violetten_4,Familien_1,Familien_2,Familien_3,Familien_4,Frauen_1,Frauen_2,Frauen_3,Frauen_4,Mieter_1,Mieter_2,Mieter_3,Mieter_4,Neue_Lib_1,Neue_Lib_2,Neue_Lib_3,Neue_Lib_4,Unabh_1,Unabh_2,Unabh_3,Unabh_4,sonstige_1,sonstige_2,sonstige_3,sonstige_4
83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,223426,226240,223426,226240,173504,168048,173504,168048,2029,2317,1664,2358,171475,165731,171840,165690,20964,22723,23906,25474,29027,29799,27340,39784,42646,28441,49123,41639,45155,66056,35113,34420,NA,NA,NA,NA,5230,1647,10153,3579,10544,3325,10865,4623,NA,6317,1250,9612,NA,1291,NA,1140,747,515,322,477,NA,NA,2102,NA,NA,NA,283,426,12265,2666,6070,3142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,NA,174,209,NA,108,53,86,NA,NA,37,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,624,315,NA,NA,NA,1036,NA,NA,NA,1274,NA,NA,NA,217,NA,NA,NA,336,NA,NA,NA,470,NA,767,NA,453,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160,1762,NA,953
84,Berlin-Treptow-Köpenick,11,205105,201629,205105,201629,157461,148406,157461,148406,2135,2187,2124,2125,155326,146219,155337,146281,29517,33036,31511,37170,21374,26093,24064,31204,61936,61661,39097,43118,7747,7344,12204,10787,NA,NA,NA,NA,5815,1429,10074,2904,23217,5788,26259,8106,NA,4205,841,5176,454,4039,NA,3795,1120,855,772,894,NA,NA,2269,NA,NA,NA,261,328,3508,1343,3861,1487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,208,159,191,314,218,144,199,NA,NA,48,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,504,NA,NA,NA,522,NA,NA,NA,194,NA,NA,NA,506,NA,NA,NA,843,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839
85,Berlin-Marzahn-Hellersdorf,11,200704,203968,200704,203968,138988,132817,138988,132817,2239,2078,2064,2085,136749,130739,136924,130732,30476,33552,28620,33947,17182,22341,19810,25103,46765,50866,35694,43026,4432,4071,5626,5068,NA,NA,NA,NA,4855,938,7290,2278,28147,6347,29600,8319,NA,3668,693,3996,696,5540,NA,5101,2008,717,896,752,NA,NA,2375,NA,NA,NA,160,202,NA,860,2214,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,111,NA,239,95,181,NA,NA,43,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,318,NA,NA,NA,330,NA,NA,NA,196,NA,NA,NA,336,NA,1472,NA,1397,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,577,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,NA,1432
86,Berlin-Lichtenberg,11,205300,205457,205300,205457,149053,138551,149053,138551,2436,2259,2153,2150,146617,136292,146900,136401,28828,30988,27259,31491,20608,26636,21787,27886,50942,54932,43041,47158,8808,5748,9933,7956,NA,NA,NA,NA,5018,939,7718,2117,23010,5827,24585,7480,1307,4917,958,5072,531,3858,NA,3486,NA,997,526,771,NA,NA,2576,NA,NA,NA,197,265,4376,NA,3605,1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,180,163,NA,231,62,172,NA,NA,36,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,478,NA,NA,NA,525,NA,NA,NA,277,NA,NA,NA,342,NA,NA,NA,910,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,1524,NA,1184,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383,1219,NA,888
11,Berlin,99,2503053,2505718,2503053,2505718,1893386,1815415,1893386,1815415,28885,29655,25545,27694,1864501,1785760,1867841,1787721,460240,536332,424345,508643,391435,455138,334085,439387,377341,333148,350959,330507,230980,243259,235141,220737,NA,NA,NA,NA,104688,25867,166755,63616,212089,67483,224957,88060,2984,56911,10891,64018,1942,30041,NA,27014,5866,8138,5388,7531,NA,NA,25141,NA,2650,NA,3210,3612,53389,16057,38890,18673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,618,1608,1410,3059,2637,1195,1810,473,NA,489,965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,624,932,NA,NA,NA,6857,NA,NA,NA,7454,NA,NA,261,1686,NA,NA,NA,4190,NA,4311,NA,9874,NA,767,NA,3018,NA,NA,NA,NA,NA,756,NA,3153,NA,NA,NA,NA,NA,1524,NA,4851,NA,NA,NA,2772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5745,8789,NA,11738
87,Aachen I,5,179273,179933,179273,179933,140628,134447,140628,134447,1289,1476,844,1213,139339,132971,139784,133234,47005,54175,38819,48728,45302,46907,34659,36432,12281,8225,14461,10212,13094,11931,17906,17485,NA,NA,NA,NA,10232,2883,19794,8401,7816,2961,8269,4149,2180,4541,843,4669,NA,743,149,680,NA,605,250,555,NA,NA,697,NA,1429,NA,613,221,NA,NA,1595,784,NA,NA,NA,NA,NA,NA,67,137,NA,NA,NA,91,NA,NA,55,25,NA,NA,NA,17,NA,NA,18,14,NA,NA,NA,46,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,381,NA,NA,NA,28,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,72,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588
88,Aachen II,5,228247,228375,228247,228375,173147,164576,173147,164576,1989,3027,1546,2308,171158,161549,171601,162268,62399,73621,52658,66328,63132,57635,60526,52897,8784,9418,10107,10538,7782,9096,8437,10220,NA,NA,NA,NA,11036,3827,19216,7948,15110,NA,14848,5337,1912,4543,806,3712,NA,2153,422,1697,NA,NA,351,551,NA,NA,1275,NA,1003,NA,485,213,NA,NA,824,719,NA,NA,NA,NA,NA,NA,133,338,NA,NA,NA,104,NA,NA,43,26,NA,NA,NA,30,NA,NA,5,30,NA,NA,NA,55,NA,NA,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,173,NA,NA,NA,15,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,116,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256,NA,1525
89,Heinsberg,5,190051,188266,190051,188266,142326,134521,142326,134521,1724,2205,1435,1882,140602,132316,140891,132639,64122,70649,55605,65417,39299,37444,36421,34895,6424,5720,7910,6915,6964,7511,7282,7336,NA,NA,NA,NA,9334,2921,16111,6543,11652,3043,12312,4652,1271,3310,670,3019,NA,1718,457,1427,1536,NA,737,437,NA,NA,1176,NA,NA,NA,123,145,NA,NA,805,556,NA,NA,NA,NA,NA,NA,137,231,NA,NA,NA,112,NA,NA,46,18,NA,NA,NA,29,NA,NA,8,44,NA,NA,NA,26,NA,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,149,NA,NA,NA,8,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,134,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837
90,Düren,5,199675,199550,199675,199550,151613,145541,151613,145541,1778,2765,1477,2070,149835,142776,150136,143471,62711,71903,52441,63532,47542,48849,43789,42549,6611,7288,8809,8120,8235,6951,8198,8729,NA,NA,NA,NA,8787,2722,17156,7102,13403,NA,14432,5732,1420,4867,789,3478,NA,NA,411,1565,1126,NA,500,344,NA,NA,1287,NA,NA,NA,142,148,NA,NA,843,652,NA,NA,NA,NA,NA,NA,170,373,NA,NA,NA,122,NA,NA,32,31,NA,NA,NA,35,NA,NA,9,40,NA,NA,NA,46,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,133,NA,NA,NA,26,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,150,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,873
91,Rhein-Erft-Kreis I,5,248982,247721,248982,247721,191512,182970,191512,182970,2169,6195,1633,4235,189343,176775,189879,178735,74208,83598,63669,75521,58798,63676,50020,55089,8591,7820,11392,9266,10355,9822,12526,12264,NA,NA,NA,NA,17648,5390,27398,10235,17113,NA,18091,6660,2306,6469,1030,3865,NA,NA,439,1769,NA,NA,507,747,NA,NA,1475,NA,NA,NA,132,221,NA,NA,1253,691,NA,NA,NA,NA,NA,NA,238,407,NA,NA,NA,227,NA,NA,45,19,NA,NA,NA,46,NA,NA,16,44,NA,NA,NA,73,NA,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,199,NA,NA,NA,19,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,166,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,1591
92,Euskirchen – Rhein-Erft-Kreis II,5,246753,245268,246753,245268,187793,178218,187793,178218,2216,3940,1594,2747,185577,174278,186199,175471,79499,88759,66506,79055,48589,53703,43496,46982,10835,8166,11398,9075,10689,10066,12457,12544,NA,NA,NA,NA,18315,6101,27408,11611,17650,NA,18324,7183,NA,4894,669,3826,NA,2589,454,1702,NA,NA,607,576,NA,NA,1706,NA,NA,NA,174,213,NA,NA,1253,762,NA,NA,NA,NA,NA,NA,220,473,NA,NA,NA,210,NA,NA,55,35,NA,NA,NA,24,NA,NA,12,33,NA,NA,NA,20,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,207,NA,NA,NA,26,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,205,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147
93,Köln I,5,192571,191277,192571,191277,139718,132837,139718,132837,1522,1445,1087,1235,138196,131392,138631,131602,43683,48232,36584,43863,42799,48632,33694,40759,11898,8583,15257,10709,13535,13513,15785,16056,NA,NA,NA,NA,10652,3243,18058,7235,11952,3885,12282,5367,NA,3361,691,3501,NA,1329,223,1032,NA,444,355,337,NA,NA,1068,NA,NA,NA,164,204,3369,NA,1903,883,NA,NA,NA,NA,NA,NA,136,208,NA,NA,NA,111,308,NA,155,73,NA,170,NA,61,NA,NA,16,31,NA,NA,NA,18,NA,NA,971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,398,NA,NA,NA,38,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,146,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154
94,Köln II,5,240982,233118,240982,233118,197979,184162,197979,184162,1220,1478,901,1143,196759,182684,197078,183019,68654,73011,56165,64909,52881,59975,38485,48190,15704,9521,21100,12689,28716,26426,30630,28642,NA,NA,NA,NA,17816,4762,33760,14871,9057,3839,9964,5955,NA,3677,633,4072,NA,783,107,596,NA,583,368,403,NA,NA,1072,NA,NA,NA,234,328,3689,NA,2323,1030,NA,NA,NA,NA,NA,NA,97,213,NA,NA,NA,96,242,NA,86,43,NA,107,NA,38,NA,NA,12,37,NA,NA,NA,10,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,NA,NA,582,NA,NA,NA,38,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,105,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897
95,Köln III,5,203644,201922,203644,201922,150629,141714,150629,141714,1533,1765,1106,1368,149096,139949,149523,140346,41107,45999,36501,42902,48148,55021,36849,44240,14431,10883,19118,12960,19621,18046,20972,20905,NA,NA,NA,NA,10598,3158,16850,6339,11249,NA,11731,4513,NA,4161,704,3789,NA,1750,202,1057,NA,728,317,405,NA,NA,1144,NA,NA,NA,176,263,3630,NA,2074,1041,NA,NA,NA,NA,NA,NA,136,248,NA,NA,NA,127,312,NA,126,57,NA,203,NA,59,NA,NA,12,34,NA,NA,NA,27,NA,NA,1156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,NA,NA,NA,468,NA,NA,NA,25,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,141,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380
96,Bonn,5,227583,226487,227583,226487,180439,175014,180439,175014,1498,2143,1232,1775,178941,172871,179207,173239,57330,64778,53334,62844,62377,65955,36119,44909,10193,7523,17132,10988,15056,14797,25197,23686,NA,NA,NA,NA,18724,10416,28113,14418,10882,4382,13130,7389,857,4113,663,4418,NA,NA,159,801,806,NA,410,309,NA,NA,684,NA,NA,NA,253,293,2617,907,1947,1079,NA,NA,NA,NA,NA,NA,106,197,NA,NA,NA,132,NA,NA,81,42,NA,NA,NA,25,NA,NA,22,21,NA,NA,NA,19,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,426,NA,NA,NA,35,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,68,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,1669
97,Rhein-Sieg-Kreis I,5,237415,234377,237415,234377,184324,172653,184324,172653,3762,2251,1575,1906,180562,170402,182749,170747,79987,84556,62334,74187,49988,50271,40922,46065,14684,7946,13038,9496,11762,10895,13756,14e3,NA,NA,NA,NA,18768,4172,27267,10796,NA,5519,18238,7514,NA,3472,771,3771,NA,1618,300,1464,NA,803,512,534,NA,NA,1541,NA,NA,NA,235,238,NA,NA,1608,713,NA,NA,NA,NA,5373,1150,617,809,NA,NA,NA,138,NA,NA,75,18,NA,NA,NA,23,NA,NA,10,38,NA,NA,NA,20,NA,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,234,NA,NA,NA,20,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,181,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923
98,Rhein-Sieg-Kreis II,5,216020,213791,216020,213791,174514,164635,174514,164635,1616,2190,1353,1725,172898,162445,173161,162910,80441,85058,61425,73860,39246,44098,34584,39571,9543,5445,11116,7433,13643,11732,15192,14122,NA,NA,NA,NA,14491,5058,30142,13468,14592,5058,15225,7362,NA,3151,596,3163,NA,1207,246,1091,NA,1040,457,585,NA,NA,1092,NA,NA,NA,216,270,NA,NA,1268,589,NA,NA,NA,NA,942,598,335,421,NA,NA,NA,115,NA,NA,42,18,NA,NA,NA,21,NA,NA,5,17,NA,NA,NA,10,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,213,NA,NA,NA,15,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,123,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794
99,Oberbergischer Kreis,5,208418,209414,208418,209414,156591,150899,156591,150899,1960,1983,1558,1953,154631,148916,155033,148946,67603,77800,56556,67437,41306,44773,35078,40185,7999,6373,9902,8055,9488,7675,9993,10347,NA,NA,NA,NA,12122,3226,21352,8446,15648,4455,16409,7487,NA,2769,640,2849,NA,1491,329,1329,NA,NA,386,364,NA,NA,1238,NA,NA,NA,252,262,NA,NA,1100,629,NA,NA,NA,NA,NA,NA,205,363,NA,NA,NA,130,NA,NA,52,26,NA,NA,NA,18,NA,NA,9,32,NA,NA,NA,21,NA,NA,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,186,NA,NA,NA,16,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,175,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,354,NA,966
100,Rheinisch-Bergischer Kreis,5,217422,216414,217422,216414,174882,169131,174882,169131,2234,1527,1935,1411,172648,167604,172947,167720,69134,98017,61539,73278,42223,41894,36303,43721,8428,6884,11082,8473,11879,11472,15642,15113,NA,NA,NA,NA,27067,2937,28844,11676,12502,4713,13814,7945,NA,NA,514,3311,NA,1241,225,1149,1415,NA,804,463,NA,NA,1289,NA,NA,NA,231,265,NA,NA,1174,774,NA,NA,NA,NA,NA,NA,142,294,NA,NA,NA,153,NA,NA,44,30,NA,NA,NA,25,NA,NA,10,24,NA,NA,NA,28,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,211,NA,NA,NA,14,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,135,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,NA,998
101,Leverkusen – Köln IV,5,212208,214098,212208,214098,155139,150030,155139,150030,1633,2086,1472,1590,153506,147944,153667,148440,47272,58201,43176,52884,59364,61172,41662,48511,9424,8554,14303,10615,8718,10589,13445,14283,NA,NA,NA,NA,10136,3447,18673,7212,13399,NA,14984,5807,NA,NA,771,3816,NA,2450,352,1578,NA,1604,373,632,NA,NA,1153,NA,NA,NA,155,202,3983,1529,2105,993,NA,NA,NA,NA,NA,NA,192,315,NA,NA,NA,96,349,398,208,164,NA,NA,NA,30,NA,NA,28,23,NA,NA,NA,16,NA,NA,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,265,NA,NA,NA,36,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,126,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,NA,NA,1263
102,Wuppertal I,5,208129,213132,208129,213132,149998,145925,149998,145925,2001,2520,1439,1987,147997,143405,148559,143938,43803,52427,39328,47470,46656,58407,38695,46638,13120,10992,16100,12499,10988,10198,12754,14318,NA,NA,NA,NA,12908,4314,18436,8198,16343,NA,16434,5989,1408,4264,849,3561,NA,2803,376,1620,NA,NA,320,440,NA,NA,1244,NA,NA,NA,183,202,2515,NA,1504,962,NA,NA,NA,NA,NA,NA,136,311,NA,NA,NA,126,256,NA,193,131,NA,NA,NA,19,NA,NA,14,37,NA,NA,NA,79,NA,NA,818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,228,NA,NA,NA,45,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,133,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338
103,Solingen – Remscheid – Wuppertal II,5,222845,226117,222845,226117,164028,160929,164028,160929,2267,2357,1560,1908,161761,158572,162468,159021,61871,70269,51318,62029,49863,52931,40742,48123,10104,9222,12689,10740,9403,11334,11726,12676,NA,NA,NA,NA,12548,4170,22947,9650,15303,5784,16221,6853,NA,4432,780,3901,NA,NA,334,1590,NA,NA,331,347,NA,NA,1350,NA,NA,NA,164,216,2403,NA,1325,786,NA,NA,NA,NA,NA,NA,140,320,NA,NA,NA,138,266,430,106,177,NA,NA,NA,32,NA,NA,18,36,NA,NA,NA,25,NA,NA,1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,185,NA,NA,NA,20,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,167,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382
